name,player_image,gender,battingstyle,bowlingstyle,country,country_image
Faf du Plessis,https://cdn.sportmonks.com/images/cricket/players/11/75.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Junior Dala,https://cdn.sportmonks.com/images/cricket/players/12/76.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Quinton de Kock,https://cdn.sportmonks.com/images/cricket/players/13/77.png,m,left-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
David Miller,https://cdn.sportmonks.com/images/cricket/players/15/79.png,m,left-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Dane Paterson,https://cdn.sportmonks.com/images/cricket/players/16/80.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Gihahn Cloete,https://cdn.sportmonks.com/images/cricket/players/17/81.png,m,left-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Rassie van der Dussen,https://cdn.sportmonks.com/images/cricket/players/18/82.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Colin Ingram,https://cdn.sportmonks.com/images/cricket/players/12/332.png,m,left-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Wayne Parnell,https://cdn.sportmonks.com/images/cricket/players/13/333.png,m,left-hand-bat,left-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Cameron Delport,https://cdn.sportmonks.com/images/cricket/players/29/349.png,m,left-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Johan Botha,https://cdn.sportmonks.com/images/cricket/players/9/425.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Dane van Niekerk,https://cdn.sportmonks.com/images/cricket/players/8/584.png,f,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Chloe Tryon,https://cdn.sportmonks.com/images/cricket/players/9/585.png,f,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Lizelle Lee,https://cdn.sportmonks.com/images/cricket/players/10/586.png,f,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Sune Luus,https://cdn.sportmonks.com/images/cricket/players/11/587.png,f,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Shabnim Ismail,https://cdn.sportmonks.com/images/cricket/players/12/588.png,f,left-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Masabata Klaas,https://cdn.sportmonks.com/images/cricket/players/13/589.png,f,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Mignon du Preez,https://cdn.sportmonks.com/images/cricket/players/14/590.png,f,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Marizanne Kapp,https://cdn.sportmonks.com/images/cricket/players/15/591.png,f,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Laura Wolvaardt,https://cdn.sportmonks.com/images/cricket/players/16/592.png,f,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Zintle Mali,https://cdn.sportmonks.com/images/cricket/players/17/593.png,f,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Robyn Searle,https://cdn.sportmonks.com/images/cricket/players/18/594.png,f,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Tumi Sekhukhune,https://cdn.sportmonks.com/images/cricket/players/19/595.png,f,left-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Saarah Smith,https://cdn.sportmonks.com/images/cricket/players/20/596.png,f,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Trisha Chetty,https://cdn.sportmonks.com/images/cricket/players/21/597.png,f,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Hashim Amla,https://cdn.sportmonks.com/images/cricket/players/5/613.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
AB de Villiers,https://cdn.sportmonks.com/images/cricket/players/6/614.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Farhaan Behardien,https://cdn.sportmonks.com/images/cricket/players/27/635.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Anrich Nortje,https://cdn.sportmonks.com/images/cricket/players/28/636.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Janneman Malan,https://cdn.sportmonks.com/images/cricket/players/29/637.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Malusi Siboto,https://cdn.sportmonks.com/images/cricket/players/30/638.png,m,left-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
George Linde,https://cdn.sportmonks.com/images/cricket/players/31/639.png,m,left-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Ferisco Adams,https://cdn.sportmonks.com/images/cricket/players/0/640.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Jason Smith,https://cdn.sportmonks.com/images/cricket/players/1/641.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Sibonelo Makhanya,https://cdn.sportmonks.com/images/cricket/players/2/642.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Kyle Verreynne,https://cdn.sportmonks.com/images/cricket/players/3/643.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Dane Piedt,https://cdn.sportmonks.com/images/cricket/players/4/644.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Kyle Abbott,https://cdn.sportmonks.com/images/cricket/players/5/645.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Keshav Maharaj,https://cdn.sportmonks.com/images/cricket/players/6/646.png,m,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Albie Morkel,https://cdn.sportmonks.com/images/cricket/players/7/647.png,m,left-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Marchant de Lange,https://cdn.sportmonks.com/images/cricket/players/8/648.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Vernon Philander,https://cdn.sportmonks.com/images/cricket/players/9/649.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Temba Bavuma,https://cdn.sportmonks.com/images/cricket/players/11/651.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Morne van Wyk,https://cdn.sportmonks.com/images/cricket/players/12/652.png,m,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Okuhle Cele,https://cdn.sportmonks.com/images/cricket/players/13/653.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Sarel Erwee,https://cdn.sportmonks.com/images/cricket/players/14/654.png,m,left-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Tladi Bokako,https://cdn.sportmonks.com/images/cricket/players/15/655.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Dane Vilas,https://cdn.sportmonks.com/images/cricket/players/16/656.png,m,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Beuran Hendricks,https://cdn.sportmonks.com/images/cricket/players/17/657.png,m,left-hand-bat,left-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Dwaine Pretorius,https://cdn.sportmonks.com/images/cricket/players/18/658.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Eddie Leie,https://cdn.sportmonks.com/images/cricket/players/19/659.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Pite van Biljon,https://cdn.sportmonks.com/images/cricket/players/20/660.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Duanne Olivier,https://cdn.sportmonks.com/images/cricket/players/21/661.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Ryan Rickelton,https://cdn.sportmonks.com/images/cricket/players/22/662.png,m,left-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Sinethemba Qeshile,https://cdn.sportmonks.com/images/cricket/players/23/663.png,m,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Simon Harmer,https://cdn.sportmonks.com/images/cricket/players/24/664.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Calvin Savage,https://cdn.sportmonks.com/images/cricket/players/25/665.png,m,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Alfred Mothoa,https://cdn.sportmonks.com/images/cricket/players/26/666.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Chris Morris,https://cdn.sportmonks.com/images/cricket/players/27/667.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
JJ Smuts,https://cdn.sportmonks.com/images/cricket/players/28/668.png,m,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Aaron Phangiso,https://cdn.sportmonks.com/images/cricket/players/29/669.png,m,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Sisanda Magala,https://cdn.sportmonks.com/images/cricket/players/31/671.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Ryan McLaren,https://cdn.sportmonks.com/images/cricket/players/0/672.png,m,left-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Heino Kuhn,https://cdn.sportmonks.com/images/cricket/players/1/673.png,m,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Marco Marais,https://cdn.sportmonks.com/images/cricket/players/2/674.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Dyllan Matthews,https://cdn.sportmonks.com/images/cricket/players/3/675.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Lizaad Williams,https://cdn.sportmonks.com/images/cricket/players/4/676.png,m,left-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Rudi Second,https://cdn.sportmonks.com/images/cricket/players/5/677.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Carmi le Roux,https://cdn.sportmonks.com/images/cricket/players/6/678.png,m,right-hand-bat,left-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Mangaliso Mosehle,https://cdn.sportmonks.com/images/cricket/players/7/679.png,m,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Bjorn Fortuin,https://cdn.sportmonks.com/images/cricket/players/8/680.png,m,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Vaughn van Jaarsveld,https://cdn.sportmonks.com/images/cricket/players/9/681.png,m,left-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Grant Thomson,https://cdn.sportmonks.com/images/cricket/players/10/682.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Tshepo Moreki,https://cdn.sportmonks.com/images/cricket/players/11/683.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Henry Davids,https://cdn.sportmonks.com/images/cricket/players/12/684.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Eathan Bosch,https://cdn.sportmonks.com/images/cricket/players/13/685.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Patrick Kruger,https://cdn.sportmonks.com/images/cricket/players/14/686.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Kerwin Mungroo,https://cdn.sportmonks.com/images/cricket/players/15/687.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Theunis de Bruyn,https://cdn.sportmonks.com/images/cricket/players/16/688.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Rory Kleinveldt,https://cdn.sportmonks.com/images/cricket/players/17/689.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Lutho Sipamla,https://cdn.sportmonks.com/images/cricket/players/18/690.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Tony de Zorzi,https://cdn.sportmonks.com/images/cricket/players/19/691.png,m,left-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Andrew Birch,https://cdn.sportmonks.com/images/cricket/players/20/692.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Shaun von Berg,https://cdn.sportmonks.com/images/cricket/players/21/693.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Eldred Hawken,https://cdn.sportmonks.com/images/cricket/players/22/694.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Morne Morkel,https://cdn.sportmonks.com/images/cricket/players/22/790.png,m,left-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Rilee Rossouw,https://cdn.sportmonks.com/images/cricket/players/27/795.png,m,left-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Hardus Viljoen,https://cdn.sportmonks.com/images/cricket/players/29/1469.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Graeme Smith,https://cdn.sportmonks.com/images/cricket/players/10/1610.png,m,left-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Loots Bosman,https://cdn.sportmonks.com/images/cricket/players/13/1613.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Mark Boucher,https://cdn.sportmonks.com/images/cricket/players/16/1616.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Herschelle Gibbs,https://cdn.sportmonks.com/images/cricket/players/19/1619.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Andrew Hall,https://cdn.sportmonks.com/images/cricket/players/22/1622.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Jacques Kallis,https://cdn.sportmonks.com/images/cricket/players/25/1625.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Justin Kemp,https://cdn.sportmonks.com/images/cricket/players/28/1628.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Charl Langeveldt,https://cdn.sportmonks.com/images/cricket/players/31/1631.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Andre Nel,https://cdn.sportmonks.com/images/cricket/players/2/1634.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Makhaya Ntini,https://cdn.sportmonks.com/images/cricket/players/5/1637.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Robin Peterson,https://cdn.sportmonks.com/images/cricket/players/8/1640.png,m,left-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Shaun Pollock,https://cdn.sportmonks.com/images/cricket/players/11/1643.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Ashwell Prince,https://cdn.sportmonks.com/images/cricket/players/14/1646.png,m,left-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Roger Telemachus,https://cdn.sportmonks.com/images/cricket/players/17/1649.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Lonwabo Tsotsobe,https://cdn.sportmonks.com/images/cricket/players/15/2159.png,m,right-hand-bat,left-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Richard Levi,https://cdn.sportmonks.com/images/cricket/players/14/2702.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Justin Ontong,https://cdn.sportmonks.com/images/cricket/players/17/2705.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Rusty Theron,https://cdn.sportmonks.com/images/cricket/players/24/2936.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Johann Myburgh,https://cdn.sportmonks.com/images/cricket/players/0/3488.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Gareth Harte,https://cdn.sportmonks.com/images/cricket/players/17/3569.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Sean Whitehead,https://cdn.sportmonks.com/images/cricket/players/12/3596.png,m,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Ricardo Vasconcelos,https://cdn.sportmonks.com/images/cricket/players/4/3620.png,m,left-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Daryn Smit,https://cdn.sportmonks.com/images/cricket/players/0/3680.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Mathew Pillans,https://cdn.sportmonks.com/images/cricket/players/4/3812.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Sean Dickson,https://cdn.sportmonks.com/images/cricket/players/0/3872.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Graeme van Buuren,https://cdn.sportmonks.com/images/cricket/players/4/3908.png,m,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Gareth Roderick,https://cdn.sportmonks.com/images/cricket/players/7/3911.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Gareth Berg,https://cdn.sportmonks.com/images/cricket/players/12/3980.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Stiaan van Zyl,https://cdn.sportmonks.com/images/cricket/players/24/3992.png,m,left-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Jacques Rudolph,https://cdn.sportmonks.com/images/cricket/players/29/4157.png,m,left-hand-bat,legbreak-googly,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Moseline Daniels,https://cdn.sportmonks.com/images/cricket/players/1/4193.png,f,left-hand-bat,left-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Alviro Petersen,https://cdn.sportmonks.com/images/cricket/players/10/4202.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Faye Tunnicliffe,https://cdn.sportmonks.com/images/cricket/players/0/4256.png,f,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Yolani Fourie,https://cdn.sportmonks.com/images/cricket/players/3/4259.png,f,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Petrus van Biljon,https://cdn.sportmonks.com/images/cricket/players/12/4268.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Nono Pongolo,https://cdn.sportmonks.com/images/cricket/players/15/4271.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Prenelan Subrayen,https://cdn.sportmonks.com/images/cricket/players/21/4277.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Wihan Lubbe,https://cdn.sportmonks.com/images/cricket/players/1/4289.png,m,left-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Corbin Bosch,https://cdn.sportmonks.com/images/cricket/players/17/4337.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Nandre Burger,https://cdn.sportmonks.com/images/cricket/players/26/4346.png,m,left-hand-bat,left-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Andrea Agathangelou,https://cdn.sportmonks.com/images/cricket/players/13/4397.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Tyler Lortan,https://cdn.sportmonks.com/images/cricket/players/17/4913.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Zubayr Hamza,https://cdn.sportmonks.com/images/cricket/players/15/4943.png,m,right-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Conor McKerr,https://cdn.sportmonks.com/images/cricket/players/28/5180.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Jonathan Vandiar,https://cdn.sportmonks.com/images/cricket/players/7/6023.png,m,left-hand-bat,legbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Cody Chetty,https://cdn.sportmonks.com/images/cricket/players/10/6026.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Lwandiswa Zuma,https://cdn.sportmonks.com/images/cricket/players/13/6029.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Mthokozisi Shezi,https://cdn.sportmonks.com/images/cricket/players/16/6032.png,m,left-hand-bat,left-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Robbie Frylinck,https://cdn.sportmonks.com/images/cricket/players/19/6035.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Senuran Muthusamy,https://cdn.sportmonks.com/images/cricket/players/22/6038.png,m,left-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Smangaliso Nhlebela,https://cdn.sportmonks.com/images/cricket/players/25/6041.png,m,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
David Bedingham,https://cdn.sportmonks.com/images/cricket/players/28/6044.png,m,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Isaac Dikgale,https://cdn.sportmonks.com/images/cricket/players/31/6047.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Pieter Malan,https://cdn.sportmonks.com/images/cricket/players/2/6050.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Akhona Mnyaka,https://cdn.sportmonks.com/images/cricket/players/5/6053.png,m,right-hand-bat,left-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Aviwe Mgijima,https://cdn.sportmonks.com/images/cricket/players/8/6056.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Yaseen Vallie,https://cdn.sportmonks.com/images/cricket/players/11/6059.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Onke Nyaku,https://cdn.sportmonks.com/images/cricket/players/14/6062.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Thomas Kaber,https://cdn.sportmonks.com/images/cricket/players/17/6065.png,m,right-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Sithembile Langa,https://cdn.sportmonks.com/images/cricket/players/20/6068.png,m,right-hand-bat,right-arm-fast,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Matthew Breetzke,https://cdn.sportmonks.com/images/cricket/players/23/6071.png,m,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Basheeru-Deen Walters,https://cdn.sportmonks.com/images/cricket/players/29/6077.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Clyde Fortuin,https://cdn.sportmonks.com/images/cricket/players/0/6080.png,m,right-hand-bat,,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Lesiba Ngoepe,https://cdn.sportmonks.com/images/cricket/players/3/6083.png,m,left-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Craig Alexander,https://cdn.sportmonks.com/images/cricket/players/6/6086.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Stephen Cook,https://cdn.sportmonks.com/images/cricket/players/9/6089.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Dominic Hendricks,https://cdn.sportmonks.com/images/cricket/players/12/6092.png,m,right-hand-bat,right-arm-offbreak,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Migael Pretorius,https://cdn.sportmonks.com/images/cricket/players/15/6095.png,m,right-hand-bat,right-arm-fast-medium,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
Omphile Ramela,https://cdn.sportmonks.com/images/cricket/players/18/6098.png,m,left-hand-bat,slow-left-arm-orthodox,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
